V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,class,target
17.66,3.43,0.00,32.47,12.64,4.12,2.91,12.76,4.93,9.92,11.33,23.96,nan,14.18,7.79,15.25,5.89,47.65,nan,4.07,nan,57.52,14.50,16.27,3.13,50.36,9.71,25.13,nan,12.12,10.85,3.37,20.73,32.78,4.43,nan,5,0.4106
18.30,1.29,11.11,12.60,10.99,16.94,3.78,nan,4.41,9.84,18.36,12.79,34.97,6.66,13.72,10.13,14.76,43.26,12.10,3.67,31.84,53.88,8.67,18.51,3.25,40.74,12.95,38.65,45.90,11.75,11.84,1.60,22.10,37.23,13.28,12.72,1,0.4073
16.82,4.27,8.31,38.89,11.45,nan,4.33,17.18,3.89,13.29,15.82,19.72,29.28,9.19,15.88,6.08,20.59,42.33,5.93,3.67,nan,61.74,9.06,18.41,3.52,34.85,10.71,31.47,33.00,14.27,6.67,2.71,5.01,35.80,4.70,7.81,2,0.3690
8.59,5.20,9.23,30.03,11.35,15.32,3.10,20.22,4.69,12.00,19.78,15.78,31.15,7.27,11.90,9.21,19.36,49.82,10.77,3.22,25.70,45.97,14.66,13.44,3.33,36.07,7.78,29.21,43.12,9.10,7.51,2.58,25.27,28.53,9.54,8.68,0,0.3810
5.97,2.36,15.49,48.46,15.56,13.17,nan,25.36,3.33,14.70,6.82,23.90,52.08,16.11,10.19,14.30,27.07,54.24,19.21,2.88,nan,13.78,12.85,12.48,3.41,65.99,18.06,29.70,6.23,8.92,22.98,2.17,67.50,37.47,5.99,6.44,1,0.4982
5.17,6.51,15.06,29.08,10.83,10.78,3.56,16.83,3.94,13.22,21.13,17.32,20.57,9.90,19.10,8.71,22.44,44.33,16.30,4.19,19.34,44.45,12.53,22.74,3.54,25.34,6.60,28.80,28.15,11.70,10.21,3.55,23.97,39.23,7.79,14.41,2,0.3585
3.82,5.26,8.87,31.69,2.68,10.65,5.19,14.88,2.97,nan,15.93,11.96,23.21,10.74,7.79,9.09,10.26,55.94,12.99,4.01,24.27,38.53,15.59,7.83,1.91,44.99,9.90,44.67,61.77,12.95,19.98,5.29,51.00,21.43,9.00,7.17,4,0.3967
15.23,4.29,8.30,25.04,15.02,10.71,3.13,16.17,3.78,9.40,16.43,15.15,36.49,11.82,10.42,12.56,16.08,33.68,11.68,2.26,41.63,58.52,14.09,18.49,1.32,42.59,13.22,26.40,40.29,0.97,10.62,3.45,24.84,30.24,3.94,9.11,4,0.3989
4.39,2.70,15.38,41.40,8.78,1.08,1.89,16.02,2.27,9.83,20.79,6.71,19.89,12.77,15.84,6.82,15.13,20.63,16.81,3.80,34.96,35.78,16.41,12.63,3.68,43.68,19.93,32.26,46.20,11.01,nan,4.29,58.93,17.05,nan,11.09,0,0.3805
10.85,3.69,nan,18.54,10.60,12.14,2.20,12.84,2.44,9.60,nan,12.83,32.38,8.54,13.82,10.28,14.89,29.79,11.75,4.66,32.81,42.33,13.08,13.22,2.89,38.28,17.56,39.68,nan,7.19,16.88,2.16,44.05,29.42,9.01,14.88,4,0.3955
10.79,5.54,6.18,18.67,15.73,17.58,4.26,9.30,2.47,5.86,10.24,31.38,nan,15.08,14.18,10.17,6.69,44.18,15.91,3.99,51.00,36.75,15.72,8.01,1.74,36.72,5.16,39.45,44.86,15.12,10.24,5.92,49.93,25.88,11.32,8.49,5,0.4285
18.28,2.90,13.37,20.87,3.95,11.12,3.72,25.26,4.45,11.09,8.37,0.97,43.64,16.69,4.15,10.86,3.58,42.79,11.24,2.35,37.88,51.14,13.01,2.28,2.66,67.87,15.65,nan,57.57,16.77,19.08,2.20,62.09,25.10,14.73,11.03,3,0.4611
10.91,2.71,13.54,31.20,9.60,12.46,3.70,12.14,3.32,10.06,17.40,11.55,30.87,15.94,9.57,nan,15.25,55.26,9.17,3.63,35.37,nan,9.90,10.79,4.91,41.26,4.99,41.41,65.79,18.30,17.32,3.27,35.25,40.09,7.24,7.58,4,0.4146
11.55,4.25,13.56,28.93,10.84,10.18,4.48,16.75,nan,12.32,21.90,16.40,26.02,11.20,11.19,6.75,12.71,54.28,11.58,5.12,22.64,56.26,9.86,23.14,2.76,38.41,10.25,23.65,41.04,16.88,9.00,nan,24.49,47.09,10.20,12.57,4,0.3956
10.52,5.26,8.85,36.78,9.97,9.08,5.20,14.94,4.70,14.77,14.93,15.71,32.54,8.09,12.03,8.86,21.33,38.47,7.81,6.52,22.89,48.45,15.97,15.45,3.19,32.39,13.32,31.28,38.02,10.48,11.50,1.85,26.02,31.11,6.24,12.47,3,0.3737
4.60,3.23,14.20,47.88,15.53,13.52,4.38,23.27,2.61,7.33,9.88,26.21,49.28,22.38,11.82,6.46,29.05,43.17,nan,3.42,84.91,0.00,15.06,9.42,2.87,43.58,17.28,25.57,8.96,11.84,18.44,3.61,79.00,37.35,4.03,10.44,1,0.4702
16.67,5.65,10.78,31.49,8.87,12.27,2.98,20.24,3.22,8.34,20.45,10.91,39.42,17.11,9.47,8.18,11.66,45.95,nan,5.44,38.44,48.37,15.04,nan,2.16,42.64,10.20,27.68,56.47,12.87,12.36,4.40,29.07,31.35,nan,7.64,4,0.4101
11.33,5.40,8.17,13.62,14.09,12.09,4.06,9.46,4.05,7.78,nan,23.15,32.42,19.12,19.44,7.95,8.39,22.09,8.81,5.58,38.58,51.13,16.69,4.93,5.77,25.84,10.50,40.91,36.18,11.64,6.17,3.33,42.34,21.10,8.90,10.91,5,0.3732
10.00,5.22,11.81,31.47,6.73,13.37,5.29,18.61,2.90,9.01,18.50,18.57,37.34,9.94,9.97,9.36,20.82,52.01,9.24,5.04,35.41,nan,10.84,16.84,3.56,36.16,12.19,29.05,39.66,8.64,14.21,4.45,33.51,45.27,7.85,11.37,2,0.4011
16.16,5.44,9.87,31.07,15.81,10.80,3.00,12.25,2.10,10.38,17.69,15.85,29.86,7.12,8.45,5.88,9.67,31.31,14.49,4.95,40.99,63.24,16.03,13.43,2.85,50.40,nan,30.97,57.38,9.79,11.13,2.08,40.09,17.10,8.38,5.92,4,0.4185
6.67,0.00,13.42,25.84,9.00,11.11,2.64,12.75,3.71,12.85,22.35,6.69,21.23,9.36,14.25,8.04,11.99,48.08,11.89,3.82,15.41,56.80,15.26,23.04,4.48,35.24,15.13,34.37,50.75,11.68,16.44,4.31,33.54,32.42,12.14,6.97,3,0.3823
10.42,5.35,10.37,36.33,11.93,4.97,2.73,9.24,nan,9.77,14.72,12.33,26.13,9.76,8.26,9.47,18.08,37.07,11.26,3.01,32.83,50.26,12.88,13.77,2.80,nan,14.57,30.07,51.33,12.62,16.15,3.41,44.77,36.15,9.36,nan,2,0.4006
11.49,4.13,14.01,26.35,6.02,12.32,4.09,14.42,5.85,9.89,21.55,16.94,20.34,11.77,8.81,4.09,13.78,57.86,nan,3.34,24.33,61.19,8.98,23.59,2.28,31.26,6.77,24.38,47.31,14.90,7.33,2.51,22.75,51.63,11.08,7.23,4,0.3829
10.39,3.92,11.62,43.37,7.53,4.99,3.01,16.78,2.04,5.83,13.44,8.34,29.78,12.21,11.68,nan,19.35,29.79,13.67,3.63,34.57,49.71,14.22,18.31,2.45,29.16,11.65,20.08,44.27,15.69,11.59,5.15,36.43,36.77,4.08,8.43,4,0.3718
nan,4.74,3.17,32.38,10.87,9.56,2.28,14.52,4.08,6.76,17.58,12.89,36.46,8.47,9.93,10.85,19.89,44.28,12.36,3.36,31.67,34.41,15.54,16.13,3.57,37.09,14.00,28.25,51.19,14.22,14.93,4.48,nan,33.13,11.08,11.02,3,0.4000
17.43,3.88,9.03,9.24,4.04,9.59,2.57,6.42,2.22,8.00,nan,13.02,19.26,nan,11.02,9.39,21.48,26.05,18.28,4.11,30.43,38.85,15.95,16.72,2.20,29.19,14.69,30.83,43.57,14.31,10.95,4.01,37.88,41.35,12.77,10.42,0,0.3625
12.79,3.42,12.35,17.72,8.25,11.53,2.28,8.28,2.66,8.82,13.55,20.45,22.39,7.60,8.44,7.08,nan,23.15,18.34,nan,37.87,47.44,13.88,10.42,3.30,38.48,nan,30.38,44.72,12.23,7.97,3.84,49.83,32.44,10.96,10.43,1,0.3870
11.30,5.06,10.13,24.32,8.75,11.61,4.17,8.79,4.33,12.20,19.24,14.32,24.55,nan,7.13,8.77,14.69,43.91,14.17,5.38,22.44,55.06,17.16,22.57,3.14,31.63,10.91,25.98,51.60,11.21,10.95,2.36,30.62,39.07,9.16,9.81,0,0.3833
13.74,4.24,9.81,24.56,nan,6.19,0.71,13.68,4.13,11.25,19.77,10.41,18.37,14.35,11.73,9.94,18.84,40.28,17.07,3.10,38.09,47.70,10.30,17.98,2.73,45.34,12.92,37.14,46.73,9.72,17.07,4.02,nan,32.24,5.58,10.02,0,0.3926
9.04,6.25,9.35,32.32,7.06,2.58,5.14,13.94,3.25,13.12,14.46,19.21,15.31,12.65,13.52,9.27,15.68,35.07,17.52,5.47,29.29,49.41,15.28,10.42,3.10,48.25,8.75,34.66,38.32,7.63,14.29,2.08,41.29,19.50,6.53,5.95,5,0.3729
nan,6.17,11.95,37.12,19.60,6.50,4.25,11.46,2.45,14.23,9.76,20.36,32.17,11.52,6.66,7.38,12.07,37.58,15.14,4.28,46.55,69.77,12.97,21.72,nan,51.78,16.30,20.59,28.57,12.42,10.21,4.50,43.80,38.43,8.83,8.79,5,0.4427
17.75,2.86,9.91,50.40,16.10,4.92,3.82,16.61,2.36,9.74,14.63,12.34,41.09,9.64,5.61,8.92,16.79,32.07,16.41,3.40,44.12,55.10,18.62,19.27,3.22,53.34,12.22,15.35,49.46,12.53,14.89,2.51,41.77,26.48,5.16,8.14,4,0.4378
2.74,4.64,8.94,36.83,4.46,9.10,2.31,21.69,3.59,17.92,21.46,6.03,17.34,13.26,11.72,12.39,33.01,81.60,7.27,4.32,0.00,41.72,9.51,26.14,3.26,24.02,6.50,24.85,28.93,16.16,10.87,4.34,3.52,61.51,12.29,10.01,2,0.3416
16.47,3.41,6.96,18.14,16.97,12.86,2.70,9.95,1.71,2.77,6.56,26.03,49.21,20.48,16.87,10.41,8.39,23.69,9.88,4.82,49.62,47.44,nan,9.82,2.17,28.58,9.69,29.68,35.04,11.73,7.85,3.77,45.82,30.12,10.32,10.99,5,0.4098
12.79,4.32,8.23,27.59,12.08,7.95,3.09,14.18,3.33,6.50,18.75,11.43,33.97,10.33,9.16,14.07,16.82,44.18,10.07,3.91,28.22,36.07,10.30,nan,3.64,44.83,15.36,23.30,51.60,19.81,11.44,3.79,35.45,46.54,12.01,11.47,0,0.4033
10.83,5.27,15.42,29.79,10.38,14.48,3.79,19.83,3.13,14.47,22.78,4.76,18.98,13.65,15.05,6.39,27.21,53.45,11.30,4.14,36.54,51.79,5.44,23.79,4.65,29.55,12.40,36.49,37.83,16.71,9.96,3.23,8.88,46.40,4.37,7.28,2,0.3736
10.80,3.96,13.29,21.71,16.44,7.75,3.17,9.80,4.09,nan,11.12,18.65,22.04,9.65,11.70,10.01,24.96,17.04,17.41,5.17,47.15,54.06,8.90,12.93,2.73,33.11,10.82,23.23,29.44,5.16,5.96,2.86,43.74,42.21,8.90,11.61,5,0.3790
13.73,4.32,8.03,31.82,9.63,12.63,5.01,15.90,1.62,7.06,24.13,9.58,36.83,11.52,7.14,6.09,8.82,49.58,10.62,4.01,37.24,40.97,16.69,17.28,3.34,44.90,17.29,30.28,66.12,13.44,17.86,5.11,43.98,27.35,9.23,7.42,4,0.4261
7.66,3.76,4.87,39.13,nan,5.59,2.99,15.27,4.61,15.53,17.48,7.75,nan,9.56,13.96,6.23,20.49,56.68,13.83,6.62,23.74,57.43,10.37,20.65,5.41,35.81,10.24,40.00,44.04,17.20,14.92,4.47,22.96,27.49,nan,9.74,0,0.3798
10.58,2.21,7.43,44.82,nan,2.70,5.30,10.89,2.44,16.77,11.17,20.33,23.77,9.05,5.31,2.78,11.63,45.37,13.07,3.48,23.81,85.64,16.56,28.53,5.39,37.73,12.04,10.77,26.52,13.06,4.70,1.71,33.00,38.69,11.47,12.01,5,0.4043
14.16,4.27,8.97,38.86,12.47,9.25,3.82,15.32,4.73,11.04,12.64,14.52,31.65,nan,8.82,6.12,18.32,47.15,12.08,4.38,39.13,59.55,11.67,18.23,6.30,39.72,8.39,32.79,46.17,nan,14.34,nan,32.41,33.39,8.48,9.21,1,0.4154
14.94,2.74,12.01,11.41,nan,11.45,4.53,11.91,5.65,12.90,14.72,16.21,30.62,12.17,14.33,7.85,17.11,41.13,14.22,1.04,nan,53.57,10.08,26.80,4.43,nan,18.47,36.48,23.19,8.64,16.54,4.72,37.02,47.65,14.83,20.72,1,0.4143
nan,5.38,15.94,37.27,13.17,0.13,nan,12.42,1.57,11.42,21.62,9.38,19.73,16.77,14.28,4.69,7.94,nan,14.59,3.06,39.60,56.77,nan,19.28,2.83,48.21,20.28,32.49,47.24,9.06,20.96,3.22,51.92,21.67,0.82,10.89,0,0.4033
13.90,2.53,11.25,32.00,7.84,13.73,5.89,18.59,nan,8.43,20.89,10.05,37.31,14.79,7.22,10.19,12.99,54.66,9.81,3.89,27.84,47.52,15.18,13.93,4.76,39.39,2.20,28.65,68.14,13.86,13.08,1.55,28.10,34.48,6.86,9.03,4,0.4057
10.19,nan,8.67,nan,11.16,8.78,2.80,11.91,3.03,nan,13.04,16.33,28.65,nan,8.10,11.01,15.70,42.99,17.42,5.79,36.40,47.41,14.46,17.18,3.72,42.70,10.99,27.92,44.41,12.31,14.19,3.01,43.61,35.11,9.60,8.62,1,0.4099
14.08,5.12,15.38,37.35,14.22,7.88,4.91,10.95,5.03,7.31,9.65,24.28,42.15,13.26,17.87,5.91,22.27,22.58,12.50,3.35,50.45,34.50,nan,9.34,3.22,39.99,12.25,37.07,31.17,8.98,20.97,3.13,nan,28.10,11.76,11.90,1,0.4332
12.14,4.07,nan,26.24,10.56,12.45,2.62,12.27,5.22,15.76,8.40,18.27,31.55,9.05,6.44,8.76,10.88,34.09,16.85,3.79,38.03,58.65,14.98,15.85,2.66,43.81,14.41,31.27,37.36,14.45,9.56,3.58,43.09,31.57,7.44,11.78,1,0.4167
13.78,4.32,nan,25.93,12.52,5.75,3.57,17.64,nan,9.83,20.04,9.78,30.94,16.75,11.29,13.98,17.04,44.03,14.90,nan,30.17,45.91,11.91,21.84,5.38,50.40,15.25,17.01,34.53,13.84,13.68,3.40,nan,49.60,nan,10.94,4,0.4148
11.41,3.37,14.48,45.58,16.15,10.93,nan,20.21,5.11,14.01,nan,9.05,nan,10.01,9.05,3.59,16.05,44.35,13.66,5.84,42.48,55.23,11.29,18.20,2.67,44.83,12.15,27.55,51.81,18.97,10.29,3.08,30.31,28.12,1.72,9.96,0,0.4170
8.77,3.93,5.25,34.72,6.38,16.66,nan,17.33,3.48,11.30,19.75,14.20,36.83,12.68,4.93,4.63,14.15,61.74,8.32,3.00,38.03,31.52,16.29,14.05,nan,33.00,14.05,37.03,58.80,14.99,15.31,0.59,40.38,30.08,6.42,10.38,4,0.4111
9.41,3.29,nan,41.19,9.03,6.94,4.14,nan,4.12,10.61,18.90,nan,32.22,9.85,5.84,13.44,19.28,54.51,12.01,2.73,26.88,37.98,14.54,17.27,4.08,47.31,13.02,17.43,46.38,14.73,12.42,6.06,nan,42.39,8.04,6.13,0,0.4013
13.90,4.85,13.19,26.45,7.17,12.18,3.01,15.17,4.53,15.60,13.97,15.80,29.04,9.05,16.67,2.53,17.75,36.61,12.16,4.59,18.34,56.43,16.77,21.17,3.56,25.56,12.26,nan,29.59,14.63,11.69,1.86,31.48,31.46,nan,15.27,1,0.3777
12.35,1.73,20.62,39.27,9.61,12.30,4.13,16.06,4.61,19.45,17.61,9.78,19.98,4.68,8.54,4.46,17.28,38.99,nan,nan,23.99,82.62,13.25,23.48,4.88,41.02,nan,29.82,48.91,9.48,nan,4.32,18.50,29.56,3.87,6.29,0,0.3874
12.09,5.39,12.79,26.92,10.38,10.43,3.97,14.14,3.64,11.30,13.87,15.46,25.36,10.19,6.96,8.17,16.06,49.97,11.50,nan,36.40,61.26,5.89,16.99,4.22,42.19,9.47,32.76,44.60,11.94,11.40,2.27,31.88,46.81,9.28,10.64,4,0.4081
11.81,2.71,7.73,35.46,9.25,12.18,4.74,18.88,3.43,9.69,15.49,11.64,33.91,10.41,9.02,6.43,13.56,50.24,9.42,4.22,43.15,44.58,9.09,13.61,2.05,41.08,16.18,nan,50.56,nan,12.78,5.81,33.83,33.52,6.05,8.62,1,0.4114
11.61,4.58,9.07,nan,11.36,7.22,3.16,12.11,2.54,nan,14.67,19.95,29.01,5.80,11.47,6.46,7.52,26.61,15.38,4.41,40.03,49.24,13.79,11.06,3.83,47.34,17.02,32.30,nan,11.81,nan,5.24,52.53,20.57,8.73,9.43,1,0.4078
5.26,3.50,13.86,31.48,11.16,6.25,3.67,11.95,0.92,9.05,nan,6.19,16.35,15.88,17.16,2.83,11.48,28.17,12.80,3.72,28.86,40.05,17.20,11.36,4.74,32.13,16.51,37.91,58.37,16.36,nan,2.33,53.84,17.13,6.21,10.80,0,0.3695
14.35,3.51,12.90,44.87,7.60,9.85,3.49,13.36,5.12,10.42,12.69,9.08,41.22,14.66,5.82,6.45,10.76,43.83,9.28,5.41,30.64,57.40,20.56,14.19,3.54,39.98,5.29,30.97,68.94,15.04,19.02,2.66,45.85,26.59,7.57,6.97,3,0.4267
9.28,4.71,15.04,42.76,7.67,8.52,1.72,17.53,nan,13.56,8.78,19.91,38.14,14.17,15.46,10.92,30.59,36.95,16.07,7.49,45.15,19.40,14.88,11.54,3.46,41.03,12.50,34.52,19.72,14.55,19.84,1.47,51.13,37.26,7.10,11.56,1,0.4146
13.48,3.77,15.46,31.58,9.57,7.61,4.97,22.30,0.46,9.86,12.85,14.09,34.69,10.16,14.08,11.14,21.03,40.99,16.31,4.84,37.98,42.93,7.48,nan,3.88,49.03,16.87,21.35,18.44,16.73,12.91,2.98,38.27,50.28,12.47,11.55,4,0.4167
17.33,5.02,15.74,37.32,11.83,9.30,nan,19.95,4.60,11.90,21.87,13.62,36.72,10.10,8.80,7.51,11.19,43.46,13.90,5.02,35.91,46.49,12.91,12.30,3.62,60.41,9.40,30.34,58.93,16.07,17.17,2.01,42.36,26.93,7.82,12.54,4,0.4451
13.85,5.87,11.96,35.04,15.86,9.39,3.70,19.30,5.02,7.65,21.96,16.16,38.53,12.11,12.88,8.91,11.84,46.32,13.08,nan,30.59,47.70,13.11,22.63,2.33,41.11,11.12,14.41,41.15,19.20,8.79,5.47,29.65,42.87,9.44,nan,4,0.4171
9.41,nan,14.63,38.76,8.89,12.85,3.67,14.21,3.63,8.15,22.82,12.53,33.94,11.12,10.00,5.89,13.42,57.56,9.62,nan,36.27,36.99,12.61,14.16,2.14,44.67,10.27,38.66,67.40,15.51,22.55,2.74,48.74,33.97,10.37,6.41,4,0.4346
11.99,4.14,13.77,28.40,6.52,16.11,4.79,20.17,4.71,6.09,11.39,6.34,45.90,15.92,4.27,9.16,10.05,54.80,6.76,4.80,39.23,52.43,10.54,nan,2.62,36.96,8.73,30.68,59.60,14.88,14.76,nan,44.47,46.71,9.97,11.20,3,0.4343
8.69,5.50,8.60,38.16,9.61,10.65,6.15,12.01,3.93,10.30,14.55,11.91,32.92,6.80,6.60,8.57,16.93,56.50,9.76,2.94,26.67,43.27,10.74,15.19,2.00,34.92,9.11,37.37,61.42,18.84,18.37,4.65,40.21,40.96,10.78,14.31,4,0.4131
9.97,5.09,8.68,10.67,12.33,13.74,6.10,nan,2.61,12.08,4.39,27.24,30.82,21.58,14.20,11.64,9.53,42.33,16.02,1.27,42.59,48.07,17.08,8.84,3.89,39.97,8.09,39.87,25.66,11.54,10.28,nan,52.99,30.99,15.15,6.32,5,0.4144
10.82,4.83,10.66,20.52,10.81,10.13,nan,15.28,3.88,16.99,15.94,16.45,22.17,17.31,14.87,4.33,16.12,48.58,9.92,2.97,28.89,54.05,12.31,20.31,4.00,34.06,nan,35.59,20.43,13.77,10.27,4.75,32.28,39.47,12.31,12.35,1,0.3877
9.47,4.17,15.19,27.04,nan,18.85,1.81,10.59,4.46,nan,12.32,17.75,43.55,13.00,4.06,10.62,11.39,44.00,11.85,5.54,44.96,42.89,nan,16.90,3.20,35.91,14.08,30.97,51.27,12.58,14.11,4.24,47.02,43.19,4.69,8.58,1,0.4317
9.22,2.58,17.06,33.79,5.37,9.43,4.56,15.82,4.66,10.90,20.50,16.23,18.74,14.45,5.63,2.77,13.75,57.75,10.54,2.07,25.82,66.56,10.69,22.60,2.91,36.44,6.42,17.56,44.50,11.48,7.61,5.54,32.10,52.11,10.29,4.33,4,0.3884
12.35,2.82,10.94,53.62,10.50,7.97,2.91,17.66,4.00,12.21,13.99,15.14,34.27,9.19,6.69,4.81,16.82,36.00,12.82,4.04,nan,51.29,17.48,12.12,3.27,44.95,10.11,24.50,51.51,15.72,11.25,4.59,39.34,21.22,1.86,5.07,1,0.4086
nan,6.32,8.93,24.94,13.42,7.20,3.86,14.95,3.48,14.89,15.23,20.74,27.03,10.24,11.28,11.67,9.64,44.09,16.97,3.92,33.55,61.01,11.33,22.12,1.99,56.09,16.22,25.34,28.52,13.94,9.41,4.71,26.07,36.31,9.40,7.76,5,0.4160
9.17,2.73,6.91,32.61,13.13,10.26,3.82,20.57,6.09,12.82,nan,nan,28.81,nan,7.36,10.22,14.51,59.50,12.02,2.39,41.60,46.50,9.20,15.66,3.19,52.65,16.37,28.56,38.13,nan,11.01,2.57,nan,36.90,nan,6.50,1,0.4224
16.93,5.49,9.52,43.72,8.82,8.21,3.20,17.52,4.55,4.70,nan,11.18,43.38,11.71,6.74,8.75,11.26,33.13,nan,2.86,33.75,47.22,18.07,11.17,3.61,nan,6.27,20.33,70.10,16.41,11.80,5.13,35.44,26.43,2.97,nan,4,0.4040
9.03,2.92,7.68,11.79,17.67,14.42,4.73,15.23,1.67,11.24,29.63,4.79,15.72,14.50,9.04,11.58,25.57,64.27,16.65,3.60,27.47,34.61,6.96,22.74,1.90,32.01,10.46,nan,49.71,16.39,10.39,2.05,22.62,52.33,12.62,19.05,2,0.3871
9.30,3.14,10.36,27.55,15.39,nan,3.11,11.92,3.08,15.96,22.39,6.93,18.34,10.71,10.40,11.51,10.61,38.59,15.27,3.83,25.59,45.29,15.89,6.11,2.98,61.08,14.90,41.58,64.27,15.34,17.93,4.09,48.52,12.55,9.28,9.24,0,0.4108
13.69,5.15,9.98,40.52,6.86,10.70,4.06,15.47,6.22,6.10,24.01,nan,37.38,15.73,2.43,8.76,17.17,70.51,6.09,3.06,32.67,40.12,11.96,20.32,1.50,41.80,8.13,20.40,66.65,15.57,16.66,2.55,30.95,55.07,9.57,4.96,4,0.4277
nan,4.00,11.32,29.46,12.39,13.43,2.59,13.44,4.16,nan,6.37,13.61,33.11,5.71,nan,7.28,7.44,20.80,20.74,1.89,44.22,72.98,16.78,20.32,3.15,42.73,15.36,36.22,40.50,14.73,9.88,4.45,33.86,15.02,2.88,9.39,1,0.4144
16.63,3.82,9.04,16.33,12.74,13.43,3.38,16.66,3.47,13.05,15.53,9.24,23.06,14.78,10.04,7.78,16.11,52.47,14.49,4.12,39.07,65.14,9.44,19.88,3.76,45.29,12.01,36.59,nan,11.63,10.70,2.06,26.27,36.45,13.84,6.07,1,0.4127
8.65,5.24,12.38,51.81,11.59,9.99,2.33,20.77,3.74,11.47,22.87,22.89,42.03,2.88,5.05,11.88,18.46,65.48,10.37,2.16,24.53,33.71,nan,21.68,3.34,48.90,10.73,7.93,42.10,21.38,9.17,1.62,25.27,57.01,7.42,12.06,4,0.4252
nan,3.79,3.81,14.75,10.57,12.85,5.22,8.60,3.66,nan,3.65,19.55,nan,16.88,15.85,6.78,9.38,10.02,4.42,5.32,33.63,57.89,19.36,4.19,2.24,15.08,12.76,37.03,41.33,17.73,0.00,0.35,29.25,21.88,7.29,13.51,5,0.3495
15.37,2.82,9.68,30.22,13.78,9.26,4.79,17.68,5.73,16.73,17.07,16.73,25.37,9.37,5.30,8.96,15.33,49.57,nan,3.39,31.52,64.99,7.90,15.56,3.45,50.72,10.15,27.13,42.22,14.20,4.98,3.04,17.13,39.00,5.68,11.98,0,0.4026
13.14,5.28,15.02,42.44,5.10,11.47,4.25,18.81,2.16,9.29,5.50,10.04,51.64,17.91,7.56,9.18,3.94,50.71,9.09,5.80,nan,52.04,16.66,10.47,3.03,49.53,7.05,37.02,60.68,18.77,22.88,3.77,nan,30.11,9.09,6.91,3,0.4611
11.45,4.68,nan,50.21,14.82,9.77,3.62,16.70,4.28,7.19,16.14,14.04,40.60,6.48,13.64,7.36,20.15,42.09,11.71,3.66,36.69,44.48,15.71,18.49,3.56,32.60,8.53,28.02,51.06,14.93,15.53,nan,32.06,26.86,6.35,9.34,0,0.4071
nan,5.14,6.48,39.39,10.03,12.61,4.14,12.69,3.09,11.04,16.30,17.66,28.36,12.42,5.40,6.95,16.64,72.83,10.95,0.80,36.77,nan,10.92,18.31,2.81,34.96,4.73,38.02,57.52,13.77,17.77,4.44,36.22,nan,8.49,7.93,4,0.4181
6.90,4.48,nan,46.44,15.49,11.48,1.52,16.47,3.94,10.78,9.05,22.39,46.47,nan,14.78,7.98,20.55,26.89,17.16,4.45,57.80,20.46,20.36,6.21,4.83,44.09,13.64,35.03,31.31,12.72,19.85,3.16,71.36,16.62,5.42,11.94,1,0.4460
5.84,3.89,11.61,39.57,12.74,6.87,2.99,20.87,3.81,19.27,25.19,3.82,23.52,20.07,7.64,6.88,nan,61.53,9.91,4.49,nan,49.81,17.23,10.03,2.38,nan,10.05,35.19,67.86,23.23,15.69,2.71,42.50,17.19,4.08,13.25,0,0.4159
12.14,3.89,14.08,40.83,17.39,7.38,4.27,9.41,4.28,20.05,9.98,23.16,23.59,6.64,9.33,nan,9.13,42.43,14.69,4.91,43.82,77.64,9.71,18.92,3.49,56.08,12.74,41.29,38.20,12.63,15.17,2.41,38.10,25.41,5.46,7.59,5,0.4415
13.92,4.81,7.09,41.21,12.40,nan,5.31,15.81,3.88,9.65,11.86,nan,30.26,11.37,5.25,7.24,18.04,41.20,12.21,3.38,42.92,64.62,12.19,18.91,2.85,38.62,9.45,22.81,44.57,9.11,9.42,2.41,nan,35.26,3.50,7.59,4,0.3984
8.32,4.91,16.38,48.06,20.74,14.68,4.63,22.84,2.08,16.62,7.76,24.37,48.57,14.08,13.02,10.04,24.80,44.58,20.93,1.66,78.70,26.62,15.02,nan,5.66,65.89,16.01,37.57,11.69,6.75,22.82,2.11,67.42,20.73,5.45,6.05,1,0.5017
13.59,3.55,9.21,40.17,8.49,nan,5.61,11.75,5.45,7.49,20.74,12.53,27.38,14.26,8.13,8.55,21.56,50.38,11.81,5.61,38.62,40.67,11.34,21.52,5.02,40.49,12.89,27.59,53.65,12.86,nan,2.43,33.54,45.36,6.00,6.94,0,0.4079
10.79,3.64,11.61,25.69,3.41,8.63,4.07,15.31,1.20,8.45,17.89,9.78,24.70,15.12,9.76,7.04,10.20,39.87,15.27,3.46,26.08,41.98,17.03,10.41,4.92,40.46,9.22,33.53,59.46,14.75,16.09,4.48,51.59,25.93,10.52,10.07,4,0.3888
10.40,4.89,nan,34.80,7.33,5.39,2.23,nan,4.13,12.53,24.26,8.60,20.30,9.42,16.27,7.79,20.01,38.06,15.21,3.75,14.68,42.49,16.80,22.09,2.34,36.13,13.60,29.82,47.03,14.49,18.14,1.81,32.58,31.12,9.45,10.72,0,0.3708
nan,5.42,7.82,30.42,7.72,13.62,3.45,15.14,4.46,11.10,19.47,13.71,31.82,7.82,8.89,8.48,16.99,45.16,11.56,3.33,38.28,36.83,12.57,17.31,2.36,35.59,18.18,36.17,nan,12.02,14.66,2.01,32.00,32.59,3.54,10.82,1,0.3949
